Date	Owner	Owner SubRegion	Campaign Group	Market Scope	Destination - Featured Market	Market - more	Ongoing Campaign	Program Type	Offer	Segment	Campaign Name	Description	Sell Start Date	Sell End Date	Stay Start Date	Stay End Date	Brand	Events	Media	Content	Direct Mail	Email	On Property	Brand-dot-Com	Loyalty 	PR	Social	Other Channels
Aug-17	Rachel Burstein	US EAST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Other - please list in column G	Arlington, VA	Yes	Field Marketing	Package	Leisure	Arlington - Stay for Breakfast	Package includes: accomodations & breakfast for two adults & two children	4/14/2017	12/31/2018	4/14/2017	12/31/2018	MH, BR	No	No	No	No	No	No	Yes	No	No	Yes	
Aug-17	Rachel Burstein	US EAST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Other - please list in column G	Arlington, VA	Yes	Field Marketing	Package	Leisure	Arlington - Hot Summer Savings: Up to 25% off near DC	Stay 2 nights, save up to 10%, Stay 3 nights, save up to 15%, Stay 4 or more nights, save up to get 25% 	2/6/2017	9/4/2017	5/25/2017	9/4/2017	CY, MH, RI, BR, SH	No	No	Yes	No	Yes	No	Yes	No	No	Yes	Trip Advisor, Search, OTA
Aug-17	Rachel Burstein	US EAST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Washington, DC-MD-VA	NA	Yes	Field Marketing	Package	Leisure	Washington, DC - Stay for Breakfast	Package includes: accomodations & breakfast for two adults & two children	4/17/2017	4/17/2018	4/17/2017	4/17/2018	AK, MH, JW, BR	No	No	No	No	No	No	Yes	No	No	Yes	
Aug-17	Rachel Burstein	US EAST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Washington, DC-MD-VA	NA	Yes	Field Marketing	Package	Leisure	Washington, DC - District Pride	Overnight package includes: 2 welcome cocktails, per stay and a “Recharge & Recovery” Breakfast for 2, per day	4/17/2017	9/30/2017	4/17/2017	9/30/2017	AK, MH, JW, BR	No	No	Yes	No	No	No	Yes	No	Yes	Yes	Trip Advisor, Search, OTA
Aug-17	Rachel Burstein	US EAST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Washington, DC-MD-VA	NA	Yes	Field Marketing	Package	Leisure	Washington, DC - Hot Summer Savings	Stay 3 nights, save up to 15%, Stay 4 or more nights, save up to 20% 	2/4/2017	9/4/2017	5/25/2017	9/4/2017	AK, CY, MH, RI, JW, BR	No	No	Yes	No	Yes	No	Yes	No	No	Yes	Trip Advisor, Search, OTA
Sep-17	Rachel Burstein	US EAST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Washington, DC-MD-VA		Yes	Field Marketing	Package	Leisure	DC Area - "Monumental Savings" - Save up to 20% in DC!	Stay 2 nights, save up to 15%, Stay 3 or more nights, save up to 20%	9/11/2017	2/19/2018	10/12/2017	2/19/2018	AK, CY, MH, RI, JW, BR	No	No	Yes	No	Yes	No	Yes	No	No	Yes	Trip Advisor, Search, OTA
Sep-17	Rachel Burstein	US EAST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Other - please list in column G	Arlington, VA	Yes	Field Marketing	Package	Leisure	Seasons to Save - Save up to 25% near DC!	Stay 2 nights, save up to 20%, Stay 3 or more nights, save up to 25%	9/11/2017	2/19/2018	10/12/2017	2/19/2018	CY, MH, RI, BR, SH	No	No	Yes	No	Yes	No	Yes	No	No	Yes	Trip Advisor, Search, OTA
Jul-17	Scott Holmgren	US EAST	Regional Portfolio	Multi-Regional - Hotels from Two or more Regions (but not all) within One Single participating Division	Other - please list in column G	New York City, Florida	Yes	Field Marketing	Package	Leisure	NYC, Florida - The Ritz-Carlton Florida Summer Co-Op	Stay Longer With Us package promotion for 6 Florida resorts	6/12/2017	8/31/2017	6/12/2017	12/15/2017	RC	No	Yes	No	No	Yes	No	Yes	No	No	Yes	Paid Search
Jul-17	Scott Holmgren	US EAST	Regional Portfolio	Multi-Regional - Hotels from Two or more Regions (but not all) within One Single participating Division	Entire US		No	Field Marketing	Loyalty Offers (MI, RC & SW)	Leisure	US - The Ritz-Carlton Fall Florida Rewards AMPS	Earn Double Points for minimum 4-night stay at 10 Florida resorts	8/23/2017	12/15/2017	8/23/2017	12/15/2017	RC	No	No	No	No	Yes	No	No	Yes	No	No	
Aug-17	Stacy Binder	US EAST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Atlanta	Atlanta	Yes	Field Marketing	Package	Leisure	Atlanta - Stay for Breakfast	Stay for Breakfast	4/17/2017	12/31/2017	4/17/2017	12/31/2017	AK, JW, MH, BR	No	No	No	No	Yes	No	Yes	No	No		
Aug-17	Stacy Binder	US EAST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Atlanta	Atlanta	No	Field Marketing	Package	Leisure	Atlanta - AAA Hot Deals	Save up to an additional 10% off & breakfast	4/17/2017	9/30/2017	4/17/2017	9/30/2017	AK, JW, MH, BR	No	No	No	No	Yes	No	Yes	Yes	No		
Aug-17	Stacy Binder/Amanda Branch	US EAST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Atlanta, GA	NA	Yes	Field Marketing	Multiple	Leisure	Atlanta - Book This Minute - Save up to 20% (The Minute Life Became Peachy)	Stay 2 nights get 10% off, Stay 3 nights get 15% off, save an extra 5% if you are a MR Member	7/5/2017	9/30/2017	7/5/2017	9/30/2017	FS, RHR, JW, MHR, SI, WI, WH, MD, AK, ST	No	Yes	No	No	Yes	No	Yes	Yes	No	Yes	
Aug-17	Stacy Binder/Amanda Branch	US EAST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Atlanta	Atlanta	No	Field Marketing	Rate Only	Leisure	Atlanta - Advance Purchase	Save up to 15% when you book 3-21 days in advance	4/17/2017	9/30/2017	4/17/2017	9/30/2017	AK, JW, MH, BR, CY, RI, SH	No	No	No	No	Yes	No	Yes	Yes	No		
Aug-17	Valerie Sias	US EAST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Other - please list in column G	Pittsburgh, PA	Yes	Focus Marketing	Rate Only	Leisure	Pittsburgh - Save big in the Steel City!	Book now to save up to 15% at Sheraton and Westin hotels in Pittsburgh. 	8/1/2017	12/31/2017	8/1/2017	12/31/2017	SI, WI	No	Yes	Yes	No	Yes	No	Yes	No	No	No	Trip Advisor, VisitPittsburgh.com 
Aug-17	Andrea Thomas	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Austin, TX	Texas	Yes	Field Marketing	Rate Only	Leisure	Austin - Book This Minute - Save up to 20% in Texas	Save up to 20% on Weekends at the Renaissance Austin hotel	5/25/2017	9/2/2017	5/25/2017	9/3/2017	BR	No	Yes	No	No	Yes	No	No	Yes	No	Yes	METT Sub-Offer & Hotel Specials
Aug-17	Andrea Thomas	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Dallas, TX	Texas	Yes	Field Marketing	Rate Only	Leisure	Dallas - Book This Minute - Save up to 20% in Texas	Save up to 20% on Weekends at participating Dallas, TX Marriott and Renaissance hotels.	5/25/2017	9/2/2017	5/25/2017	9/3/2017	MH, BR	No	Yes	No	No	Yes	No	No	Yes	No	Yes	METT Sub-Offer & Hotel Specials
Aug-17	Andrea Thomas	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	San Antonio, TX	Texas	Yes	Field Marketing	Rate Only	Leisure	San Antonio - Book This Minute - Save up to 20% in Texas	Save up to 20% on Weekends at participating San Antonio, TX Marriott and JW Hotels.	5/25/2017	9/2/2017	5/25/2017	9/3/2017	MH, JW	No	Yes	No	No	Yes	No	No	Yes	No	Yes	METT Sub-Offer & Hotel Specials
Aug-17	Andrea Thomas	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Houston, TX	Texas	Yes	Field Marketing	Rate Only	Leisure	Houston - Book This Minute - Save up to 20% in Texas	Save up to 20% on Weekends at participating Houston, TX Marriott and JW Marriott hotels.	5/25/2017	9/2/2017	5/25/2017	9/3/2017	MH, JW	No	Yes	No	No	Yes	No	No	Yes	No	Yes	METT Sub-Offer & Hotel Specials
Jul-17	Elizabeth Zammit	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Western US	Los Angeles	Yes	Field Marketing	Rate Only	Leisure	Los Angeles -  Destination	Enjoy our lowest prepaid rates with savings up to 15% when you book your L.A. getaway today.	6/15/2017	9/30/2017	6/15/2017	12/31/2017	LC, WI, WH, SI, MD, 4P, AH	No	Yes	No	No	Yes	Yes	Yes	No	No	Yes	Expedia
Jul-17	Erika Ruiz	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Western US	NA	Yes	Field Marketing	Package	Leisure	Northern CA - Build Your Own Mini Bar in Northern California	Receive $20/night to fill your fridge with your favorite beverages and snacks!	7/3/2017	12/31/2017	7/3/2017	12/31/2017	CY, RI, TP	No	Yes	No	No	Yes	Yes	Yes	No	No	Yes	Trip Advisor, Search, OTA
Jul-17	Erika Ruiz	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Western US	NA	Yes	Field Marketing	Package	Leisure	Pacific NW - Build Your Own Mini Bar in the Pacific Northwest	Receive $20/night to fill your fridge with your favorite beverages and snacks!	7/3/2017	12/31/2017	7/3/2017	12/31/2017	CY, RI	No	Yes	No	No	Yes	Yes	Yes	No	No	Yes	Trip Advisor, Search, OTA
Jul-17	Erika Ruiz	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Western US	NA	Yes	Field Marketing	Package	Leisure	Colorado - Build Your Own Mini Bar in The Rockies	Receive $20/night to fill your fridge with your favorite beverages and snacks!	7/3/2017	12/31/2017	7/3/2017	12/31/2017	CY, RI	No	Yes	No	No	Yes	Yes	Yes	No	No	Yes	Trip Advisor, Search, OTA
Jul-17	Erin Corwin	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Other - please list in column G	California	Yes	Field Marketing	Rate Only	Leisure	California - Discover the Golden State at our Best Available Rates	Enjoy our best available rates with savings up to 15%	7/1/2017	12/31/2017	7/1/2017	12/31/2017	SI, WI, WH, LC, ST, MD, TP, AH, EL, 4P	No	Yes	Yes	No	Yes	No	No	No	No	No	Sojern, Travel Zoo
Jul-17	Erin Corwin	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Other - please list in column G	Major Amusement Park Destinations	Yes	Focus Marketing	Multiple	Leisure	North America's Amusement - Coast to Coaster	Ride the savings with great rates and exclusive packages	7/1/2017	12/31/2017	7/1/2017	12/31/2017	SI, WI, WH, LC, ST, MD, TP, AH, EL, 4P	No	Yes	Yes	No	Yes	No	No	No	No	Yes	Facebook
Aug-17	Erin Randell	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Las Vegas, NV	NA	No	Field Marketing	Rate Only	Leisure	Las Vegas - Summer Sale	Save up to 20% at Starwood Hotels of Las Vegas. Best rates of the year!	6/1/2017	9/30/2017	6/1/2017	9/30/2017	TP, WH, WI, EL, 4P	No	Yes	Yes	No	Yes	No	No	No	No	Yes	Media: Kayak Inline Ads
Sept 13	Erin Randell	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Las Vegas, NV		Yes	Field Marketing	Rate Only	Leisure	Las Vegas - Time to play	Let your inner child come out & play! From stunning entertainment and nightlife to incredible dining and shopping, your Las Vegas getaway is sure to be nothing short of fabulous. Book now and save up to 15% off our best available rates.	01/01/2017	12/31/2017	01/01/2017	12/31/2017	TX, WH, WI, EL, FP, 4P	No	Yes	Yes	No	Yes	No	No	No	No	Yes	MEDIA: Expedia Las Vegas Destinaiton Q4 JMC
Jul-17	Jennifer Carlisle	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Chicago, IL	Chicago	No	Field Marketing	Package	Leisure	Chicago - Explore Chicago!	Explore the Windy City with Chicago Explorer Passes and Ventra Passes!	6/1/2017	10/1/2017	6/1/2017	10/1/2017	FS, BR, JW, CY, RI	No	No	No	No	Yes	Yes	No	No	No	Yes	
Jul-17	Jill Ellis	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Las Vegas, NV	NA	No	Field Marketing	Rate Only	Leisure	Las Vegas - Summer Sale	Save up to 20% at Starwood Hotels of Las Vegas. Best rates of the year!	6/1/2017	9/30/2017	6/1/2017	9/30/2017	TP, WH, WI, EL, 4P	No	Yes	Yes	No	Yes	No	No	No	No	Yes	Media: Kayak Inline Ads
Jul-17	Jill Ellis	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Other - please list in column G	Arizona, Las Vegas, NV and Palm Springs, CA	No	Field Marketing	Rate Only	Leisure	Desert  - Summer Sale	Enjoy our lowest rates of the summer plus SPG® members receive free internet when you book on our site.	5/1/2017	9/30/2017	5/1/2017	9/30/2017	WH, WI, SI, LC, AL, EL, 4P, TP	No	Yes	Yes	No	Yes	No	Yes	No	No	Yes	Media: TripAdvisor, Sojern, Website homepage and offer placements
Jul-17	Jill Ellis	US WEST	Destination Cluster	Multi-Regional - Hotels from Two or more Regions (but not all) within One Single participating Division	Other - please list in column G	Ski Resorts (CO, UT, CA, Canada)	No	Field Marketing	Rate Only	Leisure	Ski Resorts - 2017 Pre-Sale	Book early for ski season for the best savings. 	9/1/2017	10/31/2017	9/1/2017	10/31/2017	WI, SI, LC, ST, GX, TP	No	Yes	Yes	No	Yes	No	Yes	No	No	Yes	website homepage and offer pages. Media: TripAdvisor, SNOW Magazine
Aug-17	Jill Ellis	US WEST	Destination Cluster	Multi-Regional - Hotels from Two or more Regions (but not all) within One Single participating Division	Other - please list in column G	Ski Resorts (CO, UT, CA, Canada)	No	Field Marketing	Package	Leisure	Ski Resorts - Ongoing Ski Packages	Ski Packages (inclusions vary by property)	11/1/2017	3/31/2018	11/1/2017	4/15/2018	WI, SI, LC, ST, GX, TP	No	Yes	No	No	Yes	No	Yes	No	Yes	Yes	website homepage and offer pages, TripAdvisor, SNOW Magazine, wholesale partners
Sept 18, 2017	Jill Ellis	US WEST	Resorts Program	Multi-Regional - Hotels from Two or more Regions (but not all) within One Single participating Division	Other - please list in column G	Resorts - US (AZ, CO, UT, CA, FL, GA, SC) and Canada	Yes	Field Marketing	Package	Leisure	SPG Resorts Sunsational Savings	Enjoy a free night, up to a $200 resort credit and a room upgrade.		ongoing	ongoing	ongoing	SI, WI, WH, LC, ST, MD	No	Yes	Yes	Yes	Yes	No	Yes	No	No	Yes	
Jul-17	Kristin Bazlen	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Hawaii (all islands)	NA	Yes	Field Marketing	Loyalty Offers (MI, RC & SW)	Leisure	Hawaii - Fall in Love with Hawaii	Stay 5 nights and earn up to 10,000 bonus points!	6/1/2017	12/21/2017	8/20/2017	12/21/2017	AK, MH, RI, CY	No	Yes	No	No	Yes	No	No	Yes	Yes	Yes	Offer Channels
Jul-17	Kristina Celik	US WEST	Destination Cluster	Multi-Regional - Hotels from Two or more Regions (but not all) within One Single participating Division	Other - please list in column G	Texas	Yes	Field Marketing	Rate Only	Leisure	Texas -  Resident Rate	Stay Local. Save Big. Texas Residents Save Up to 25% for stay through December 31st	9/1/2017	12/31/2017	9/1/2017	12/31/2017	WI, SI, LC, ST, GX, TP	No	Yes	Yes	No	No	Yes	No	No	No	Yes	website homepage and offer pages
Jul-17	Kristina Celik	US WEST	Destination Cluster	Multi-Regional - Hotels from Two or more Regions (but not all) within One Single participating Division	Other - please list in column G	Texas	No	Field Marketing	Rate Only	Leisure	Texas - Summer Sale	Stay a little longer in Texas. Save up to 20% in Texas through Labor Day. Stay two nights, save 10%. Stay three nights, save 15%.	5/23/2017	9/3/2017	5/25/2017	9/3/2017	WI, SI, LC, ST, GX, TP	No	Yes	Yes	No	Yes	Yes	Yes	No	No	Yes	website homepage and offer pages. Media: Sojern, Magnetic
Jul-17	Kristina Celik	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Houston, TX		Yes	Field Marketing	None	Group	Houston - B2B Marketing Campaign	Planning Has its perks. Enjoy meeting savings in Houston	1/1/2017	12/31/2017	1/1/2017	12/31/2017	WI, SI, 4P, ST, GX, MD, AH	No	Yes	No	No	No	No	No	No	No	Yes	MMGY Media Buy: Paid Search, Display, LinkedIn, Social
Aug-17	Kristina Celik	US WEST	Destination Cluster	Multi-Regional - Hotels from Two or more Regions (but not all) within One Single participating Division	Other - please list in column G	Texas	No	Field Marketing	Package	Multi-Segment	Texas - Connect & Indulge	Receive a guaranteed upgrade plus complimetary wireless Internet	2/15/2017	9/31/2017	2/15/2017	12/31/2017	SPG	No	Yes	No	No	No	No	Yes	No	No	No	GDS
Jul-17	Lisa Matsuda	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Western US	LA, San Diego, Bakersfield, Camarillo	Yes	Field Marketing	Loyalty Offers (MI, RC & SW)	Leisure	So CAL - Endless SoCal Summer 5,000 Bonus Points	5,000 Bonus Points per stay, 3 nights or more, valid 7 days per week	7/10/2017	9/30/2017	7/10/2017	9/30/2017	CY, RI, SH, TS	No	No	No	No	Yes	No	Yes	Yes	No	Yes	
Aug-17	Lisa Matsuda	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Los Angeles/Long Beach, CA	NA	No	Field Marketing	Package	Leisure	So CAL - Living the SoCal Dream	Earn 1,000 Bonus Points and Get 10% off Weekends	8/1/2017	5/31/2018	10/12/2017	5/31/2018	CY, RI, SH, TS, FI	No	No	Yes	No	Yes	No	Yes	Yes	No	Yes	TripAdvisor
Aug-17	Lisa Matsuda	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Los Angeles/Long Beach, CA	San Diego, Organge County	No	Field Marketing	Package	Leisure	So CAL - Endless Summer SoCal	Earn 5,000 Bonus Points per Stay	7/1/2017	9/30/2017	7/10/2017	9/30/2017	CY, RI, SH, TS	No	Yes	Yes	No	Yes	No	Yes	Yes	No	Yes	
Aug-17	Lisa Matsuda	US WEST	Destination Cluster		Los Angeles/Long Beach, CA	San Diego, Organge County	No	Field Marketing	Package	Leisure	So CAL - Thrive on Long Term Stays	Get $25 Complimentary Grogery Gift Card for every 7+ nights stay	11/1/2016	12/31/2017	1/1/2017	12/31/2017	RI	No	Yes	Yes	No	Yes	No	Yes	Yes	No	Yes	
Oct 2017	Lisa Matsuda	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	San Diego, CA		No	Field Marketing	Package	Leisure	San Diego 	Beaches & Brew Package with 10% off on private beer tours from Brewery Tours of San Diego and (2) 12-oz. beers per night		12/31/2017	9/7/2017	12/31/2017	RI, SH, TS, FI	No	No	Yes	No	Yes	Yes	No	No	No	No	
Aug-17	Lisa Moore	US WEST	Destination Cluster	Regional - Hotels within One Single participating Region	Western US	Las Vegas	Yes	Field Marketing	Rate Only	Leisure	Las Vegas - Feeling Lucky?	Double down - Stay 2 nights and save up to 20% or up-the-ante and stay 3 nights and save up to 30%	1/1/2017	12/31/2017	1/1/2017	12/31/2017	CY, RI	No	No	No	No	Yes	No	Yes	No	No	No	TripAdvisor, OTA
Aug-17	Lisa Moore	US WEST	Destination Cluster	Regional - Hotels within One Single participating Region	Western US	Arizona	Yes	Field Marketing	Package	Leisure	Arizona - Sleep In & Save	Stay 2 nights, save up to 20% off, plus 1PM late checkout	1/2/2017	12/31/2017	1/2/2017	1/1/2018	CY, RI	No	No	No	No	Yes	No	Yes	No	No	No	TripAdvisor, OTA
Jul-17	Malia Zannoni	US WEST	Destination Cluster	Regional - Hotels within One Single participating Region	Hawaii (all islands)		Yes	Field Marketing	Rate Only	Leisure	Hawaii - Ocean Promotion	Save up to 30% on ocean and other premium rooms, plus daily breakfast for two.	ongoing	ongoing	ongoing	ongoing	SI, WI, ST, LC	No	Yes	Yes	No	No	No	No	No	Yes	Yes	Trip Advisor, OTA
Jul-17	Malia Zannoni	US WEST	Destination Cluster	Regional - Hotels within One Single participating Region	Hawaii (all islands)		Yes	Field Marketing	Rate Only	Leisure	Hawaii - Rooms and Dining Special! 	Members save 35% on accommodations and dining at select restaurants	ongoing	ongoing	ongoing	ongoing	SI, WI, ST, LC	No	Yes	Yes	No	No	No	No	No	Yes	Yes	Trip Advisor, OTA
Jul-17	Malia Zannoni	US WEST	Destination Cluster	Regional - Hotels within One Single participating Region	Hawaii (all islands)		Yes	Field Marketing	Rate Only	Leisure	Hawaii - Rooms, Spa and Dining! 	Members save 35% on room rates, spa services and dining, plus double Starpoints.	ongoing	ongoing	ongoing	ongoing	SI, WI, ST, LC	No	Yes	Yes	No	Yes	No	No	No	Yes	Yes	Trip Advisor, OTA
Jul-17	Malia Zannoni	US WEST	Destination Cluster	Regional - Hotels within One Single participating Region	Hawaii (all islands)		Yes	Field Marketing	Rate Only	Leisure	Hawaii - Half-Off Ocean Views (SPG50PRO)	Members save 50% on ocean views.	ongoing	ongoing	ongoing	ongoing	SI, WI, ST, LC	No	Yes	Yes	No	Yes	No	No	No	Yes	Yes	Trip Advisor, OTA
Jul-17	Malia Zannoni	US WEST	Destination Cluster	Regional - Hotels within One Single participating Region	Hawaii (all islands)		Yes	Field Marketing	Rate Only	Leisure	Hawaii - Suite Life in Paradise	book a suite package and enjoy extra amenities with your stay.	ongoing	ongoing	ongoing	ongoing	SI, WI, ST, LC	No	No	Yes	No	No	No	No	No	Yes	Yes	Trip Advisor, OTA
Jul-17	Malia Zannoni	US WEST	Destination Cluster	Regional - Hotels within One Single participating Region	Hawaii (all islands)		Yes	Field Marketing	Package	Leisure	Hawaii - Free Car Package	RT Air, hotel accommodations, free 3-day car rental	ongoing	ongoing	ongoing	ongoing	SI, WI, ST, LC	No	Yes	Yes	No	No	No	No	No	Yes	Yes	Trip Advisor, Partner Marketing (Pleasant)
Jul-17	Melinda Pachtner	US WEST	Resorts Program	Divisional - Hotels in All Regions within One Single participating Division	Other - please list in column G	MI Resorts - US, Canada, CALA	Yes	Field Marketing	Package	Leisure	Resorts - Americas Resort Credit Offer	Receive up to $100 nightly resort credit at participating resorts.	6/1/2017	9/5/2017	6/6/2017	10/14/2017	JW, AK, BR, MH, GH	No	Yes	Yes	No	Yes	No	Yes	Yes	Yes	Yes	Trip Advisor, Search, OTA
Aug-17	Melinda Pachtner	US WEST	Resorts Program	Divisional - Hotels in All Regions within One Single participating Division	Other - please list in column G	MI Resorts - US, Canada, CALA	Yes	Field Marketing	Package	Leisure	Americas Resorts - Extra Credit	Up to $150 Nightly Resort Credit with Premium or Suite Categories	10/15/2017	1/15/2018	10/22/2017	4/2/2018	JW, AK, BR, MH, GE	No	Yes	Yes	No	Yes	No	Yes	Yes	Yes	Yes	Trip Advisor, Search, OTA
Aug-17	Melissa Burin	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Other - please list in column G	Minneapolis/Twin Cities	Yes	Field Marketing	Package	Leisure	Minneapolis/Twin Cities - Advance Purchase	Up to 20% off when you book at least 7 days in advance	8/3/2017	8/31/2017	8/15/2017	9/30/2017	SPG, JW, MH, BR, JW	No	No	Yes	No	Yes	No	Yes	No	No	Yes	n/a
Jul-17	Nancy Dominguez	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Austin, TX		Yes	Field Marketing	Rate Only	Leisure	Austin - Destination Savings! 	Save up to 15% at SPG Hotels in Austin	4/26/2017	12/31/2017	4/26/2017	12/31/2017	WI, WH, SI	No	Yes	Yes	No	No	Yes	No	No	No	Yes	SPG Weekends Channel Content, Kayak Inline Ads
Jul-17	Nancy Dominguez	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Dallas, TX		Yes	Field Marketing	Rate Only	Leisure	Dallas - Destination Savings!  	Save up to 15% at SPG Hotels in Dallas	1/1/2017	12/31/2017	1/1/2017	12/31/2017	WI, WH, SI, MD, EL, 4P	No	Yes	Yes	No	Yes	No	No	No	No	Yes	SPG Weekends Channel Content, Culture Map (Q3 placement), 
Jul-17	Nancy Dominguez	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Dallas, TX		yes	Field Marketing	None	Group	Dallas - B2B Marketing Campaign	Planning has it perks. Enjoy meeting savings in Dallas	2/1/2017	12/31/2017	2/1/2017	12/31/2017	WI, WH, SI, MD, EL, 4P, AH	No	Yes	No	No	No	No	No	No	No	Yes	MMGY Media Buy: Paid Search, Display, LinkedIn, Social
Jul-17	Nancy Dominguez	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Denver, CO		yes	Field Marketing	None	Group	Denver - B2B Marketing Campaign	Planning has it perks. Enjoy meeting savings in Denver	2/1/2017	12/31/2017	2/1/2017	12/31/2017	WI, SI, EL, AH, MD	No	Yes	No	No	No	No	No	No	No	Yes	MMGY Media Buy: Paid Search, Display, LinkedIn, Social
Jul-17	Nancy Dominguez	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Denver, CO		Yes	Field Marketing	Rate Only	Leisure	Denver - Destination Savings! 	Save up to 15% at SPG Hotels in Denver	1/1/2017	12/31/2017	1/1/2017	12/31/2017	WI, SI, EL, AH, MD	No	Yes	No	No	Yes	No	No	No	No	Yes	SPG Weekends Channel Content. Media: Visit Denver ROS(Q4), Sojern (Q3)
Jul-17	Nancy Dominguez	US WEST	Destination Cluster	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	San Antonio, TX		No	Field Marketing	Rate Only	Leisure	San Antonio -Destination Savings! 	Save up to 15% at SPG Hotel in San Antonio	7/17/2017	12/31/2017	7/17/2017	12/31/2017	WI, SI, LC, 4P	No	Yes	No	No	No	No	No	No	No	Yes	Media: Display Retargeting
Jul-17	Nicole Greenwood	US WEST	Regional Portfolio	Cluster - Participation of two or more hotels; usually, but not necessarily, within a Single Market	Chicago, IL	NA	Yes	Field Marketing	Package	Leisure	Chicago - Field Museum Jurassic World Hotel VIP Package	Room + 2 VIP Tickets to Jurassic Park exhibit at field museum	5/26/2017	1/6/2017	5/26/2017	1/6/2017	JW, BR, MHR, CY, RI	Yes	Yes	No	No	Yes	Yes	Yes	No	No	Yes	
Jul-17	Sivilay Henry	US WEST	Regional Portfolio	Regional - Hotels within One Single participating Region	Western US	NA	Yes	Field Marketing	Multiple	Leisure	West - The Ritz-Carlton - Summer Leisure Campaign	Drive increased summer bookings/stays with shared digital media buy targeting affluent guests searching travel into participating destination markets; with ad rotation of hotels promoting their own offers in individual banner ads (i.e. no combined/harmonized offer); hotel offers range from rate to package to destination promotion	6/1/2017	8/30/2017	6/1/2017	8/30/2017	RC	No	Yes	Yes	No	No	No	No	No	No	No	
